,COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate
92931,OECD Asia Oceania,MAY2017,May 2017,2017,5,May,Others,6916.504692,24,120288.711535
92981,OECD Total,MAY2017,May 2017,2017,5,May,Final consumption,774987.579737,20,9865339.155346
93050,Republic of Turkiye,MAY2017,May 2017,2017,5,May,Total imports,230.687,15,2728.269
93103,Serbia,MAY2017,May 2017,2017,5,May,Final consumption,2124.623,20,29379.422
93162,Spain,MAY2017,May 2017,2017,5,May,Solar,1464.244,3,13777.999
93166,Spain,MAY2017,May 2017,2017,5,May,Oil,1245.636,9,15040.895
93210,Switzerland,MAY2017,May 2017,2017,5,May,Wind,8.036,2,132.599
93226,Switzerland,MAY2017,May 2017,2017,5,May,Renewables,3601.697,22,40241.822
93249,United Kingdom,MAY2017,May 2017,2017,5,May,Final consumption,24356.414,20,306792.89
93279,United States,MAY2017,May 2017,2017,5,May,Others,3711.915,24,44512.599
93283,Argentina,JUN2017,June 2017,2017,6,June,Hydro,2492.291,1,31365.202
93374,Belgium,JUN2017,June 2017,2017,6,June,Other renewables aggregated,441.826,25,5540.752
93442,Canada,JUN2017,June 2017,2017,6,June,Final consumption,39497.117,20,546388.003
93459,Chile,JUN2017,June 2017,2017,6,June,Net electricity production,6716.932,14,77028.199
93504,Croatia,JUN2017,June 2017,2017,6,June,Distribution losses,141.923,19,1791.822
93653,Germany,JUN2017,June 2017,2017,6,June,Total combustible fuels,26767.847,7,376115.004
93672,Germany,JUN2017,June 2017,2017,6,June,Low carbon,25491.719,26,290306.133
93773,India,JUN2017,June 2017,2017,6,June,Natural gas,5839.299302,10,69106.647327
93806,Ireland,JUN2017,June 2017,2017,6,June,Final consumption,2007.885,20,26839.159
93833,Italy,JUN2017,June 2017,2017,6,June,Renewables,10387.451,22,103493.942
93883,Korea,JUN2017,June 2017,2017,6,June,Low carbon,13997.506,26,165452.866
93914,Lithuania,JUN2017,June 2017,2017,6,June,Not specified,22.155,13,242.998
93991,Netherlands,JUN2017,June 2017,2017,6,June,Hydro,1.066,1,60.759
94006,Netherlands,JUN2017,June 2017,2017,6,June,Final consumption,8911.886,20,111517.075
94017,New Zealand,JUN2017,June 2017,2017,6,June,Geothermal,646.997,4,7577.978
94030,New Zealand,JUN2017,June 2017,2017,6,June,Distribution losses,252.654,19,2944.188
94035,New Zealand,JUN2017,June 2017,2017,6,June,Others,4.685,24,51.983
94078,Norway,JUN2017,June 2017,2017,6,June,Electricity trade,1970.837,21,15165.0
94104,OECD Americas,JUN2017,June 2017,2017,6,June,Final consumption,420136.035,20,4843417.134
94168,OECD Total,JUN2017,June 2017,2017,6,June,Solar,31705.238946,3,267281.438517
94178,OECD Total,JUN2017,June 2017,2017,6,June,Not specified,2146.103,13,32870.215
94235,Portugal,JUN2017,June 2017,2017,6,June,Electricity trade,244.747,21,2683.973
94236,Portugal,JUN2017,June 2017,2017,6,June,Renewables,1643.107,22,23884.456
94245,Republic of Turkiye,JUN2017,June 2017,2017,6,June,Geothermal,369.524,4,5101.485
94272,Romania,JUN2017,June 2017,2017,6,June,Coal,1205.326,8,14653.495
94474,United States,JUN2017,June 2017,2017,6,June,Total imports,6083.107,15,65684.916
94508,Argentina,JUL2017,July 2017,2017,7,July,Others,989.626,24,10945.125
94538,Austria,JUL2017,July 2017,2017,7,July,Oil,59.214,9,813.918
94543,Austria,JUL2017,July 2017,2017,7,July,Net electricity production,5510.341,14,68093.591
94577,Belgium,JUL2017,July 2017,2017,7,July,Non-renewables,5874.19,23,66540.15
94660,Chile,JUL2017,July 2017,2017,7,July,Coal,2614.637,8,28186.959
94819,Finland,JUL2017,July 2017,2017,7,July,Others,77.885,24,955.649
94823,France,JUL2017,July 2017,2017,7,July,Hydro,3979.378,1,54459.637
94852,Germany,JUL2017,July 2017,2017,7,July,Solar,5466.405,3,39401.0
94875,Germany,JUL2017,July 2017,2017,7,July,Fossil fuels,24992.807,27,330369.872
94909,Hungary,JUL2017,July 2017,2017,7,July,Other combustible non-renewables,13.903,12,185.355
94957,Iceland,JUL2017,July 2017,2017,7,July,Electricity supplied,1548.594,17,18846.295
95066,Korea,JUL2017,July 2017,2017,7,July,Solar,554.748,3,7054.24
95099,Latvia,JUL2017,July 2017,2017,7,July,Distribution losses,36.445,19,474.293
95129,Lithuania,JUL2017,July 2017,2017,7,July,Low carbon,231.526,26,3274.146
95186,Mexico,JUL2017,July 2017,2017,7,July,Final consumption,24529.813,20,265365.131
95214,Netherlands,JUL2017,July 2017,2017,7,July,Others,364.819,24,4326.784
95240,New Zealand,JUL2017,July 2017,2017,7,July,Other renewables aggregated,722.319,25,8143.059
95242,New Zealand,JUL2017,July 2017,2017,7,July,Fossil fuels,1050.587,27,7799.791
95413,Poland,JUL2017,July 2017,2017,7,July,Final consumption,11861.98,20,146425.454
95441,Portugal,JUL2017,July 2017,2017,7,July,Non-renewables,3414.672,23,33784.519
95452,Republic of Turkiye,JUL2017,July 2017,2017,7,July,Oil,44.639,9,1135.254
95481,Romania,JUL2017,July 2017,2017,7,July,Not specified,0.0,13,0.0
95515,Serbia,JUL2017,July 2017,2017,7,July,Others,4.115,24,47.448
95572,Spain,JUL2017,July 2017,2017,7,July,Total combustible fuels,12217.116,7,126885.0
95640,United Kingdom,JUL2017,July 2017,2017,7,July,Hydro,536.857,1,8679.492
95642,United Kingdom,JUL2017,July 2017,2017,7,July,Solar,1527.722,3,11457.266
95823,Bulgaria,AUG2017,August 2017,2017,8,August,Distribution losses,230.468,19,3475.941
95897,Croatia,AUG2017,August 2017,2017,8,August,Hydro,432.647,1,5437.8
95899,Croatia,AUG2017,August 2017,2017,8,August,Solar,10.126,3,78.698
95904,Croatia,AUG2017,August 2017,2017,8,August,Net electricity production,894.392,14,11522.899
95989,Estonia,AUG2017,August 2017,2017,8,August,Net electricity production,834.429,14,11248.49
95994,Estonia,AUG2017,August 2017,2017,8,August,Final consumption,543.837,20,7735.489
96100,Greece,AUG2017,August 2017,2017,8,August,Other renewables aggregated,22.876,25,275.261
96127,IEA Total,AUG2017,August 2017,2017,8,August,Hydro,114850.510302,1,1410677.272373
96141,IEA Total,AUG2017,August 2017,2017,8,August,Total imports,36335.137,15,472988.899
96197,Ireland,AUG2017,August 2017,2017,8,August,Wind,444.259,2,7444.038
96211,Ireland,AUG2017,August 2017,2017,8,August,Final consumption,2009.961,20,26839.159
96312,Lithuania,AUG2017,August 2017,2017,8,August,Wind,87.434,2,1356.201
96322,Lithuania,AUG2017,August 2017,2017,8,August,Total exports,285.288,16,3248.999
96412,Netherlands,AUG2017,August 2017,2017,8,August,Distribution losses,398.811,19,5414.28
96452,North Macedonia,AUG2017,August 2017,2017,8,August,Natural gas,82.999,10,762.248
96520,OECD Asia Oceania,AUG2017,August 2017,2017,8,August,Solar,6387.414094,3,69513.744517
96917,Argentina,SEP2017,September 2017,2017,9,September,Fossil fuels,7262.34,27,98852.402
96951,Austria,SEP2017,September 2017,2017,9,September,Total exports,2099.312,16,22816.512
96972,Belgium,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,103.681,12,1326.252
96992,Brazil,SEP2017,September 2017,2017,9,September,Other renewables,0.0,5,0.0
97023,Bulgaria,SEP2017,September 2017,2017,9,September,Total exports,804.74,16,9185.792
97107,Croatia,SEP2017,September 2017,2017,9,September,Combustible renewables,42.612,11,486.623
97185,Estonia,SEP2017,September 2017,2017,9,September,Wind,49.463,2,723.0
97252,France,SEP2017,September 2017,2017,9,September,Non-renewables,32643.56,23,441217.778
97398,India,SEP2017,September 2017,2017,9,September,Fossil fuels,93562.055815,27,1125556.736641
97409,Ireland,SEP2017,September 2017,2017,9,September,Total imports,58.957,15,1116.408
97423,Italy,SEP2017,September 2017,2017,9,September,Wind,1358.672,2,17565.331
97450,Japan,SEP2017,September 2017,2017,9,September,Geothermal,182.387,4,2193.587
97492,Korea,SEP2017,September 2017,2017,9,September,Fossil fuels,29350.311,27,381927.409
97494,Latvia,SEP2017,September 2017,2017,9,September,Wind,10.173,2,148.522
97504,Latvia,SEP2017,September 2017,2017,9,September,Electricity supplied,558.894,17,6959.679
97517,Lithuania,SEP2017,September 2017,2017,9,September,Total combustible fuels,106.718,7,1165.3
97524,Lithuania,SEP2017,September 2017,2017,9,September,Total imports,972.003,15,11926.201
97550,Luxembourg,SEP2017,September 2017,2017,9,September,Distribution losses,12.78,19,155.9
97600,Netherlands,SEP2017,September 2017,2017,9,September,Hydro,2.132,1,60.759
97649,North Macedonia,SEP2017,September 2017,2017,9,September,Hydro,37.148,1,1087.025
97695,OECD Americas,SEP2017,September 2017,2017,9,September,Hydro,60061.424,1,827110.009
97725,OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Other renewables,40.789,5,489.468
97969,Slovenia,SEP2017,September 2017,2017,9,September,Others,1.79,24,20.998
98108,Argentina,OCT2017,October 2017,2017,10,October,Total imports,16.092,15,905.536
98190,Belgium,OCT2017,October 2017,2017,10,October,Fossil fuels,2421.673,27,26411.649
98219,Bulgaria,OCT2017,October 2017,2017,10,October,Coal,1645.912,8,17906.085
98267,Chile,OCT2017,October 2017,2017,10,October,Geothermal,10.833,4,63.8
98311,Croatia,OCT2017,October 2017,2017,10,October,Combustible renewables,45.689,11,486.623
98319,Croatia,OCT2017,October 2017,2017,10,October,Electricity trade,-612.98,21,-6953.703
98338,Cyprus,OCT2017,October 2017,2017,10,October,Other renewables aggregated,4.024,25,49.217
98488,Greece,OCT2017,October 2017,2017,10,October,Wind,439.222,2,5536.988
98627,Italy,OCT2017,October 2017,2017,10,October,Hydro,2227.585,1,37556.719
98629,Italy,OCT2017,October 2017,2017,10,October,Solar,1856.606,3,24016.819
98668,Japan,OCT2017,October 2017,2017,10,October,Final consumption,75515.267,20,979730.226
98680,Korea,OCT2017,October 2017,2017,10,October,Total combustible fuels,28359.633,7,386217.601
98797,Mexico,OCT2017,October 2017,2017,10,October,Final consumption,22324.987,20,265365.131
98941,OECD Asia Oceania,OCT2017,October 2017,2017,10,October,Total imports,0.0,15,0.0
99005,OECD Total,OCT2017,October 2017,2017,10,October,Other renewables aggregated,27453.339822,25,340433.277142
99167,Slovenia,OCT2017,October 2017,2017,10,October,Total exports,849.641,16,9648.193
99216,Sweden,OCT2017,October 2017,2017,10,October,Total exports,2345.239,16,30888.0
99268,United Kingdom,OCT2017,October 2017,2017,10,October,Final consumption,25609.556,20,306792.89
99409,Brazil,NOV2017,November 2017,2017,11,November,Net electricity production,47736.826,14,573079.821
99434,Bulgaria,NOV2017,November 2017,2017,11,November,Distribution losses,309.6,19,3475.941
99507,Colombia,NOV2017,November 2017,2017,11,November,Fossil fuels,1375.675,27,15391.195
99584,Denmark,NOV2017,November 2017,2017,11,November,Final consumption,2938.772,20,32542.4
99611,Estonia,NOV2017,November 2017,2017,11,November,Other renewables aggregated,77.743,25,926.145
99641,France,NOV2017,November 2017,2017,11,November,Geothermal,9.995,4,119.94
99652,France,NOV2017,November 2017,2017,11,November,Total imports,3782.774,15,21119.181
99734,Hungary,NOV2017,November 2017,2017,11,November,Renewables,255.229,22,3274.518
99758,IEA Total,NOV2017,November 2017,2017,11,November,Distribution losses,51486.108742,19,618276.310302
99860,Japan,NOV2017,November 2017,2017,11,November,Geothermal,167.985,4,2193.587
99916,Latvia,NOV2017,November 2017,2017,11,November,Final consumption,571.954,20,6485.386
99953,Luxembourg,NOV2017,November 2017,2017,11,November,Other combustible non-renewables,6.897,12,73.992
99996,Mexico,NOV2017,November 2017,2017,11,November,Net electricity production,23555.892,14,308933.134
100024,Netherlands,NOV2017,November 2017,2017,11,November,Final consumption,10100.531,20,111517.075
100066,North Macedonia,NOV2017,November 2017,2017,11,November,Total imports,197.386,15,2293.571
100072,North Macedonia,NOV2017,November 2017,2017,11,November,Renewables,124.706,22,1268.664
100180,OECD Europe,NOV2017,November 2017,2017,11,November,Other renewables aggregated,17275.367,25,194018.083
100229,Poland,NOV2017,November 2017,2017,11,November,Non-renewables,11209.263,23,131290.48
100235,Portugal,NOV2017,November 2017,2017,11,November,Wind,986.141,2,12112.465
100278,Republic of Turkiye,NOV2017,November 2017,2017,11,November,Non-renewables,19035.419,23,198737.717
100383,Spain,NOV2017,November 2017,2017,11,November,Solar,746.699,3,13777.999
100415,Sweden,NOV2017,November 2017,2017,11,November,Other combustible non-renewables,132.96,12,1622.18
100441,Switzerland,NOV2017,November 2017,2017,11,November,Total exports,2701.0,16,30946.0
100638,Bulgaria,DEC2017,December 2017,2017,12,December,Final consumption,2957.138,20,31441.305
100655,Canada,DEC2017,December 2017,2017,12,December,Other combustible non-renewables,8.573,12,86.759
100715,Croatia,DEC2017,December 2017,2017,12,December,Coal,145.471,8,1265.72
100775,Denmark,DEC2017,December 2017,2017,12,December,Solar,12.125,3,751.486
100833,Finland,DEC2017,December 2017,2017,12,December,Final consumption,7793.743,20,82700.188
100859,France,DEC2017,December 2017,2017,12,December,Distribution losses,4647.51,19,38599.301
100983,Iceland,DEC2017,December 2017,2017,12,December,Low carbon,1663.102,26,18844.21
101042,Italy,DEC2017,December 2017,2017,12,December,Natural gas,12039.878,10,134232.465
101145,Lithuania,DEC2017,December 2017,2017,12,December,Non-renewables,81.693,23,964.952
101155,Luxembourg,DEC2017,December 2017,2017,12,December,Combustible renewables,14.166,11,164.284
101163,Luxembourg,DEC2017,December 2017,2017,12,December,Final consumption,520.874,20,6392.995
101368,OECD Europe,DEC2017,December 2017,2017,12,December,Oil,4169.282,9,52285.968
101386,OECD Europe,DEC2017,December 2017,2017,12,December,Fossil fuels,135751.281,27,1517766.447
101423,Poland,DEC2017,December 2017,2017,12,December,Not specified,5.144,13,61.728
101544,Slovak Republic,DEC2017,December 2017,2017,12,December,Combustible renewables,123.934,11,1477.296
101559,Slovak Republic,DEC2017,December 2017,2017,12,December,Low carbon,1848.743,26,20752.294
101578,Slovenia,DEC2017,December 2017,2017,12,December,Electricity trade,55.101,21,515.661
101814,Belgium,JAN2018,January 2018,2018,1,January,Low carbon,5377.667896,26,45304.995456
101870,Canada,JAN2018,January 2018,2018,1,January,Hydro,39588.783337,1,382130.000001
101909,Chile,JAN2018,January 2018,2018,1,January,Not specified,0.0,13,0.0
101913,Chile,JAN2018,January 2018,2018,1,January,Electricity supplied,7029.093567,17,79882.471001
102041,Denmark,JAN2018,January 2018,2018,1,January,Natural gas,272.82001,10,1931.00992
102078,Estonia,JAN2018,January 2018,2018,1,January,Final consumption,815.178869,20,8291.801998
102192,Greece,JAN2018,January 2018,2018,1,January,Low carbon,1057.594703,26,15435.686897
102208,Hungary,JAN2018,January 2018,2018,1,January,Total imports,1562.720232,15,18613.0
102243,IEA Total,JAN2018,January 2018,2018,1,January,Non-renewables,722641.531524,23,7794263.046984
102261,Iceland,JAN2018,January 2018,2018,1,January,Net electricity production,1673.330725,14,19432.498001
102453,Lithuania,JAN2018,January 2018,2018,1,January,Electricity supplied,1204.331354,17,12946.799999
102462,Lithuania,JAN2018,January 2018,2018,1,January,Low carbon,314.912441,26,2848.335036
102499,Malta,JAN2018,January 2018,2018,1,January,Oil,1.052985,9,17.591146
102529,Mexico,JAN2018,January 2018,2018,1,January,Other combustible non-renewables,9.794901,12,130.389893
102549,Netherlands,JAN2018,January 2018,2018,1,January,Other renewables,0.0,5,0.0
102552,Netherlands,JAN2018,January 2018,2018,1,January,Coal,2858.28526,8,29260.44739
102581,New Zealand,JAN2018,January 2018,2018,1,January,Natural gas,798.495795,10,5358.276671
102684,OECD Asia Oceania,JAN2018,January 2018,2018,1,January,Other renewables,40.446083,5,485.352996
102692,OECD Asia Oceania,JAN2018,January 2018,2018,1,January,Not specified,1748.624584,13,20983.495008
102700,OECD Asia Oceania,JAN2018,January 2018,2018,1,January,Electricity trade,0.0,21,0.0
102742,OECD Total,JAN2018,January 2018,2018,1,January,Oil,24598.179532,9,203348.452296
102781,Poland,JAN2018,January 2018,2018,1,January,Electricity trade,-600.613097,21,-5694.502999
102787,Poland,JAN2018,January 2018,2018,1,January,Fossil fuels,11390.632059,27,134191.948292
102964,Spain,JAN2018,January 2018,2018,1,January,Total imports,2569.453353,15,24017.999999
103003,Sweden,JAN2018,January 2018,2018,1,January,Fossil fuels,522.032086,27,3527.617235
103023,Switzerland,JAN2018,January 2018,2018,1,January,Final consumption,5593.081074,20,57644.446001
103237,Bulgaria,FEB2018,February 2018,2018,2,February,Used for pumped storage,49.816519,18,415.221002
103314,Colombia,FEB2018,February 2018,2018,2,February,Net electricity production,5873.258766,14,77688.150697
103344,Croatia,FEB2018,February 2018,2018,2,February,Electricity supplied,1558.233904,17,18569.200001
103382,Czech Republic,FEB2018,February 2018,2018,2,February,Hydro,307.157692,1,2651.817999
103504,France,FEB2018,February 2018,2018,2,February,Total imports,2228.43012,15,13512.089999
103513,France,FEB2018,February 2018,2018,2,February,Others,814.366705,24,8247.787285
103538,Germany,FEB2018,February 2018,2018,2,February,Renewables,15846.398532,22,224773.155651
103542,Germany,FEB2018,February 2018,2018,2,February,Low carbon,22020.286281,26,298132.155656
103549,Greece,FEB2018,February 2018,2018,2,February,Nuclear,0.0,6,0.0
103627,Iceland,FEB2018,February 2018,2018,2,February,Solar,0.0,3,0.0
103682,Ireland,FEB2018,February 2018,2018,2,February,Geothermal,0.0,4,0.0
103709,Italy,FEB2018,February 2018,2018,2,February,Geothermal,448.845258,4,5757.323
103802,Latvia,FEB2018,February 2018,2018,2,February,Total exports,391.07345,16,4264.801001
103851,Luxembourg,FEB2018,February 2018,2018,2,February,Combustible renewables,16.020954,11,208.819625
103910,Mexico,FEB2018,February 2018,2018,2,February,Total exports,143.133114,16,2425.999999
103916,Mexico,FEB2018,February 2018,2018,2,February,Renewables,3664.315373,22,53709.708965
103935,Netherlands,FEB2018,February 2018,2018,2,February,Net electricity production,10470.834466,14,110692.105
103947,Netherlands,FEB2018,February 2018,2018,2,February,Low carbon,1994.316738,26,22723.42707
103949,New Zealand,FEB2018,February 2018,2018,2,February,Hydro,1836.758147,1,26029.744958
103960,New Zealand,FEB2018,February 2018,2018,2,February,Other combustible non-renewables,0.0,12,0.0
104051,OECD Americas,FEB2018,February 2018,2018,2,February,Renewables,111913.923647,22,1329967.994947
104075,OECD Asia Oceania,FEB2018,February 2018,2018,2,February,Distribution losses,6621.986105,19,81127.093174
104090,OECD Europe,FEB2018,February 2018,2018,2,February,Total combustible fuels,148288.416874,7,1605698.487286
104113,OECD Total,FEB2018,February 2018,2018,2,February,Solar,17313.604349,3,308242.123048
104119,OECD Total,FEB2018,February 2018,2018,2,February,Oil,16573.343468,9,203348.452296
104218,Republic of Turkiye,FEB2018,February 2018,2018,2,February,Fossil fuels,16359.542376,27,194885.538538
104245,Romania,FEB2018,February 2018,2018,2,February,Fossil fuels,2447.213387,27,23394.189169
104287,Slovak Republic,FEB2018,February 2018,2018,2,February,Total imports,756.060835,15,12428.0
104356,Sweden,FEB2018,February 2018,2018,2,February,Solar,16.348744,3,407.0
104376,Sweden,FEB2018,February 2018,2018,2,February,Non-renewables,6340.228703,23,69328.617235
104382,Switzerland,FEB2018,February 2018,2018,2,February,Wind,10.15,2,121.8
104414,United Kingdom,FEB2018,February 2018,2018,2,February,Total combustible fuels,16853.875037,7,180979.429046
104505,Australia,MAR2018,March 2018,2018,3,March,Electricity supplied,20730.525582,17,247769.798338
104527,Austria,MAR2018,March 2018,2018,3,March,Other combustible non-renewables,56.54463,12,682.67577
104594,Brazil,MAR2018,March 2018,2018,3,March,Other renewables aggregated,1714.399061,25,51034.996178
104681,Colombia,MAR2018,March 2018,2018,3,March,Geothermal,0.0,4,0.0
104743,Cyprus,MAR2018,March 2018,2018,3,March,Other combustible non-renewables,0.0,12,0.0
104802,Denmark,MAR2018,March 2018,2018,3,March,Electricity supplied,3261.661039,17,34538.641997
104858,Finland,MAR2018,March 2018,2018,3,March,Distribution losses,302.712074,19,3023.999999
104869,France,MAR2018,March 2018,2018,3,March,Solar,841.099757,3,10891.159
104925,Greece,MAR2018,March 2018,2018,3,March,Other renewables,0.0,5,0.0
104927,Greece,MAR2018,March 2018,2018,3,March,Total combustible fuels,1998.325853,7,34941.296001
104984,IEA Total,MAR2018,March 2018,2018,3,March,Natural gas,230485.586028,10,2951078.26964
104996,IEA Total,MAR2018,March 2018,2018,3,March,Renewables,260017.926708,22,2811218.612365
105024,Iceland,MAR2018,March 2018,2018,3,March,Non-renewables,0.313892,23,1.874998
105057,Ireland,MAR2018,March 2018,2018,3,March,Wind,751.587949,2,8639.767
105127,Japan,MAR2018,March 2018,2018,3,March,Used for pumped storage,812.882815,18,11139.451537
105201,Lithuania,MAR2018,March 2018,2018,3,March,Combustible renewables,41.200783,11,463.235036
105204,Lithuania,MAR2018,March 2018,2018,3,March,Net electricity production,310.664984,14,3314.300001
105300,Netherlands,MAR2018,March 2018,2018,3,March,Wind,923.941514,2,10548.511001
105385,Norway,MAR2018,March 2018,2018,3,March,Nuclear,0.0,6,0.0
105413,OECD Americas,MAR2018,March 2018,2018,3,March,Total combustible fuels,231225.649406,7,3191432.827
105435,OECD Asia Oceania,MAR2018,March 2018,2018,3,March,Wind,2603.521638,2,29694.94593
105451,OECD Asia Oceania,MAR2018,March 2018,2018,3,March,Used for pumped storage,1230.961101,18,16655.413212
105562,Portugal,MAR2018,March 2018,2018,3,March,Electricity trade,875.814988,21,2656.968002
105584,Republic of Turkiye,MAR2018,March 2018,2018,3,March,Total exports,218.763717,16,3111.877
105603,Romania,MAR2018,March 2018,2018,3,March,Coal,1341.599523,8,13713.33915
105636,Serbia,MAR2018,March 2018,2018,3,March,Net electricity production,3450.5103,14,34783.407002
105657,Slovak Republic,MAR2018,March 2018,2018,3,March,Coal,292.096025,8,3133.029964
105698,Slovenia,MAR2018,March 2018,2018,3,March,Renewables,455.942518,22,5332.113607
105723,Spain,MAR2018,March 2018,2018,3,March,Final consumption,21303.448144,20,246134.0
105724,Spain,MAR2018,March 2018,2018,3,March,Electricity trade,273.523773,21,-11101.999999
105753,Sweden,MAR2018,March 2018,2018,3,March,Non-renewables,6910.399535,23,69328.617235
105807,United Kingdom,MAR2018,March 2018,2018,3,March,Non-renewables,20904.427199,23,206766.188452
105814,United States,MAR2018,March 2018,2018,3,March,Solar,6496.869776,3,84223.712001
105833,United States,MAR2018,March 2018,2018,3,March,Renewables,67840.366557,22,750808.075112
105895,Austria,APR2018,April 2018,2018,4,April,Solar,163.668992,3,1386.547
105969,Brazil,APR2018,April 2018,2018,4,April,Non-renewables,6532.341233,23,99241.944312
105995,Bulgaria,APR2018,April 2018,2018,4,April,Renewables,926.139435,22,9374.168267
106015,Canada,APR2018,April 2018,2018,4,April,Total imports,1468.80275,15,13195.0
106036,Chile,APR2018,April 2018,2018,4,April,Oil,38.022151,9,1238.763707
106115,Cyprus,APR2018,April 2018,2018,4,April,Total combustible fuels,286.278303,7,4406.747999
106174,Denmark,APR2018,April 2018,2018,4,April,Other combustible non-renewables,54.091681,12,656.31865
106184,Denmark,APR2018,April 2018,2018,4,April,Renewables,1810.296565,22,20360.45283
106216,Estonia,APR2018,April 2018,2018,4,April,Fossil fuels,855.306112,27,9104.138693
106232,Finland,APR2018,April 2018,2018,4,April,Total exports,87.033321,16,2612.0
106279,Germany,APR2018,April 2018,2018,4,April,Oil,394.142824,9,4816.074875
106434,Ireland,APR2018,April 2018,2018,4,April,Wind,708.001359,2,8639.767
106497,Japan,APR2018,April 2018,2018,4,April,Combustible renewables,2015.398983,11,24468.267842
106557,Latvia,APR2018,April 2018,2018,4,April,Electricity supplied,570.209411,17,7111.834338
106610,Luxembourg,APR2018,April 2018,2018,4,April,Total exports,144.418208,16,1391.675999
106705,New Zealand,APR2018,April 2018,2018,4,April,Solar,7.711056,3,99.359001
106745,North Macedonia,APR2018,April 2018,2018,4,April,Total exports,23.714564,16,377.422998
106769,Norway,APR2018,April 2018,2018,4,April,Not specified,27.864917,13,334.379004
106781,Norway,APR2018,April 2018,2018,4,April,Other renewables aggregated,15.418292,25,200.321796
106822,OECD Asia Oceania,APR2018,April 2018,2018,4,April,Other combustible non-renewables,1316.180779,12,18726.923694
106951,Republic of Turkiye,APR2018,April 2018,2018,4,April,Nuclear,0.0,6,0.0
106969,Republic of Turkiye,APR2018,April 2018,2018,4,April,Others,102.534856,24,1227.2734
107026,Serbia,APR2018,April 2018,2018,4,April,Fossil fuels,1595.284952,27,23221.034299
107079,Slovenia,APR2018,April 2018,2018,4,April,Low carbon,700.337478,26,10822.021606
107081,Spain,APR2018,April 2018,2018,4,April,Hydro,5070.366039,1,36170.0
107112,Sweden,APR2018,April 2018,2018,4,April,Other renewables,0.0,5,0.0
107186,United Kingdom,APR2018,April 2018,2018,4,April,Other renewables aggregated,2678.954036,25,33320.288592
107193,United States,APR2018,April 2018,2018,4,April,Other renewables,0.0,5,0.0
107230,Argentina,MAY2018,May 2018,2018,5,May,Total imports,0.0,15,0.0
107264,Australia,MAY2018,May 2018,2018,5,May,Renewables,3963.769717,22,50132.733078
107284,Austria,MAY2018,May 2018,2018,5,May,Total imports,1548.867531,15,28076.136
107328,Brazil,MAY2018,May 2018,2018,5,May,Other renewables,0.0,5,0.0
107329,Brazil,MAY2018,May 2018,2018,5,May,Nuclear,1406.94654,6,14794.505006
107436,Colombia,MAY2018,May 2018,2018,5,May,Other renewables,0.0,5,0.0
107457,Colombia,MAY2018,May 2018,2018,5,May,Low carbon,5168.875528,26,59670.123082
107524,Czech Republic,MAY2018,May 2018,2018,5,May,Other combustible non-renewables,6.722335,12,72.274908
107567,Estonia,MAY2018,May 2018,2018,5,May,Hydro,1.813187,1,15.0
107651,Germany,MAY2018,May 2018,2018,5,May,Geothermal,10.960666,4,126.000002
107686,Greece,MAY2018,May 2018,2018,5,May,Other combustible non-renewables,22.270282,12,267.243384
107745,IEA Total,MAY2018,May 2018,2018,5,May,Electricity supplied,842356.924784,17,10622401.229692
107775,Iceland,MAY2018,May 2018,2018,5,May,Final consumption,1586.209287,20,18878.324
107805,India,MAY2018,May 2018,2018,5,May,Non-renewables,110513.538848,23,1245010.553871
107820,Ireland,MAY2018,May 2018,2018,5,May,Combustible renewables,75.352425,11,817.951581
107822,Ireland,MAY2018,May 2018,2018,5,May,Not specified,0.0,13,0.0
107873,Japan,MAY2018,May 2018,2018,5,May,Natural gas,27245.606623,10,406315.555042
107929,Latvia,MAY2018,May 2018,2018,5,May,Other combustible non-renewables,0.0,12,0.0
108039,Mexico,MAY2018,May 2018,2018,5,May,Net electricity production,30839.520568,14,340878.0
108042,Mexico,MAY2018,May 2018,2018,5,May,Electricity supplied,30948.255174,17,342125.0
108079,Netherlands,MAY2018,May 2018,2018,5,May,Fossil fuels,6968.002901,27,88551.61594
108117,North Macedonia,MAY2018,May 2018,2018,5,May,Combustible renewables,3.970581,11,49.552045
108165,OECD Americas,MAY2018,May 2018,2018,5,May,Other renewables,2.016901,5,19.999997
108194,OECD Asia Oceania,MAY2018,May 2018,2018,5,May,Total combustible fuels,104533.88509,7,1453740.025779
108198,OECD Asia Oceania,MAY2018,May 2018,2018,5,May,Combustible renewables,3077.967824,11,35436.415599
108221,OECD Europe,MAY2018,May 2018,2018,5,May,Total combustible fuels,113026.453439,7,1605698.487286
108253,OECD Total,MAY2018,May 2018,2018,5,May,Other combustible non-renewables,4281.949943,12,55764.939088
108405,Slovak Republic,MAY2018,May 2018,2018,5,May,Wind,0.0,2,6.0
108458,Spain,MAY2018,May 2018,2018,5,May,Hydro,3671.571492,1,36170.0
108481,Spain,MAY2018,May 2018,2018,5,May,Others,1187.921592,24,14850.579849
108508,Sweden,MAY2018,May 2018,2018,5,May,Others,128.59819,24,1809.133387
108569,United States,MAY2018,May 2018,2018,5,May,Geothermal,1361.097597,4,15967.134
